marca,carrera,pr1,pr2,pr3,pr4,pr5,pr6,pr7,pr8,pr9,pr10,pr11,pr12,pr13,pr14,pr15,pr16,pr17,pr18,pr19,pr20,pr21,pr22,pr23,pr24,pr25,pr26,pr27,pr28,pr29,pr30,pr31,pr32,pr33,email,genero,semestre,promedio,generoNum,carreraNum,semestreNum,promedioNum
12/3/2019 8:54:06,Administración,4,3,5,6,5,4,5,4,5,6,6,6,4,6,4,5,3,4,6,2,1,1,2,2,1,1,5,5,5,6,4,3,5, ,Mujer,Sexto semestre,de 76 a 80,2,1,6,3
12/3/2019 9:00:23,Electrónica,3,3,2,1,2,3,3,2,3,4,3,3,5,4,5,4,2,1,5,5,2,1,2,3,1,1,4,2,3,2,2,2,2, ,Hombre,Octavo semestre,de 86 a 90,1,6,8,5
12/3/2019 9:13:44,Gestión Empresarial,4,4,4,5,6,5,5,5,5,6,6,5,5,6,6,5,5,6,6,5,6,5,3,5,3,3,5,5,6,5,5,5,5, ,Mujer,Noveno semestre,de 76 a 80,2,7,9,3
12/3/2019 9:10:25,Electrónica,4,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,5,4,3,3,3,3,2,2,4,4,4,4,5,4,4, ,Hombre,Décimo semestre,de 81 a 85,1,6,10,4
12/3/2019 9:46:47,Industrial,3,2,3,3,2,2,4,2,4,3,4,3,3,3,2,3,3,3,4,3,3,2,2,3,3,2,3,2,4,3,2,4,3, ,Hombre,Onceavo semestre,de 81 a 85,1,8,11,4
12/3/2019 10:08:58,Industrial,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,4,2,1,1,2,1,1,3,2,4,1,1,1,1,1,1,1,1, ,Hombre,Sexto semestre,de 91 a 95,1,8,6,6
12/3/2019 10:04:38,Industrial,4,3,3,3,3,3,4,4,4,5,5,4,5,6,5,4,4,6,5,4,4,5,4,3,2,2,4,4,4,4,4,4,4, ,Mujer,Sexto semestre,de 86 a 90,2,8,6,5
12/3/2019 10:09:39,Industrial,5,5,6,5,6,5,5,5,5,6,6,4,6,5,5,2,6,6,6,6,5,4,5,4,4,4,5,5,4,5,6,6,5, ,Hombre,Noveno semestre,de 81 a 85,1,8,9,4
12/3/2019 10:31:21,Eléctrica,4,4,5,3,4,4,4,3,4,5,5,5,4,5,5,5,5,5,5,5,3,2,3,5,1,1,4,5,4,4,5,5,4, ,Hombre,Doceavo semestre y superior,de 81 a 85,1,5,12,4
12/3/2019 10:48:34,Electrónica,4,4,4,4,5,5,5,5,5,6,6,6,6,3,3,2,1,6,6,6,5,6,5,5,3,3,5,4,6,5,5,6,5, ,Hombre,Quinto semestre,de 86 a 90,1,6,5,5
12/3/2019 11:08:57,Industrial,6,5,5,5,5,5,5,6,6,6,6,4,6,5,5,5,5,5,6,6,6,6,6,6,4,4,5,6,6,6,5,6,6, ,Mujer,Noveno semestre,de 81 a 85,2,8,9,4
12/3/2019 11:39:12,Industrial,4,4,5,5,5,5,6,4,4,6,5,6,4,1,6,5,6,4,4,2,1,6,1,3,1,1,4,4,4,5,5,6,5, ,Hombre,Noveno semestre,de 81 a 85,1,8,9,4
12/3/2019 12:13:23,Gestión Empresarial,4,3,2,2,3,3,5,3,3,6,6,6,6,5,5,6,6,6,5,3,4,3,1,1,1,1,4,6,6,6,5,6,6, ,Mujer,Décimo semestre,de 86 a 90,2,7,10,5
12/3/2019 12:51:31,Eléctrica,4,3,5,5,5,4,5,3,4,6,6,6,5,6,6,5,3,5,5,2,1,1,1,5,1,1,5,5,5,5,5,6,5, ,Hombre,Décimo semestre,de 81 a 85,1,5,10,4
12/3/2019 13:25:21,Gestión Empresarial,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, ,Mujer,Décimo semestre,de 86 a 90,2,7,10,5
12/3/2019 13:26:30,Civil,4,4,4,3,4,3,5,2,3,6,6,6,6,6,6,6,6,6,6,3,3,3,2,2,1,1,3,3,4,3,4,6,4, ,Hombre,Octavo semestre,de 81 a 85,1,4,8,4
12/3/2019 13:27:20,Civil,4,3,3,5,2,3,2,1,1,5,5,5,6,5,1,4,4,4,6,6,1,1,1,3,1,1,1,3,2,2,3,5,1, ,Hombre,Onceavo semestre,de 81 a 85,1,4,11,4
12/3/2019 13:34:14,Civil,4,4,4,3,3,2,4,3,3,4,5,4,4,3,3,2,3,3,1,4,4,3,1,4,1,1,4,2,2,2,3,2,1, ,Hombre,Noveno semestre,de 81 a 85,1,4,9,4
12/3/2019 13:42:54,Electrónica,3,1,4,5,2,3,4,1,3,6,5,5,3,4,4,2,3,5,5,4,3,2,4,5,4,3,2,2,4,1,3,5,3, ,Hombre,Octavo semestre,de 86 a 90,1,6,8,5
12/3/2019 13:54:20,Administración,5,5,4,5,5,4,5,4,4,5,5,5,5,5,5,5,1,5,5,5,6,5,4,5,3,3,5,5,5,5,4,5,5, ,Hombre,Sexto semestre,de 91 a 95,1,1,6,6
12/3/2019 14:11:22,Civil,3,3,3,4,4,2,4,2,4,5,5,5,4,4,4,4,4,5,5,3,4,2,2,3,1,1,4,4,4,5,5,6,4, ,Hombre,Octavo semestre,de 91 a 95,1,4,8,6
12/3/2019 14:19:04,Electrónica,4,4,5,4,6,4,4,4,4,5,5,6,5,5,5,1,2,6,6,6,6,3,3,3,4,4,5,5,5,5,5,2,4, ,Hombre,Doceavo semestre y superior,de 81 a 85,1,6,12,4
12/3/2019 14:21:16,Bioquímica,5,5,5,6,6,6,4,6,4,6,6,6,6,6,6,6,6,6,3,6,5,3,2,6,3,3,5,5,6,5,5,6,6, ,Mujer,Sexto semestre,de 81 a 85,2,3,6,4
12/3/2019 14:43:13,Informática,5,5,5,6,6,5,6,5,5,6,6,6,5,4,5,4,5,6,6,5,2,1,4,5,3,4,5,5,5,5,5,6,6, ,Hombre,Octavo semestre,de 86 a 90,1,9,8,5
12/3/2019 15:00:28,Civil,6,4,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,4,5,3,3,6,6,6,6,6,6,6, ,Hombre,Noveno semestre,de 81 a 85,1,4,9,4
12/3/2019 16:02:53,Industrial,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,4,6,5,6,6,3,4,4,4,6,5,4,4,6,1, ,Hombre,Doceavo semestre y superior,de 76 a 80,1,8,12,3
12/3/2019 18:22:03,Electrónica,4,4,4,2,5,5,5,3,4,6,6,6,1,2,4,1,6,6,6,6,6,1,2,2,1,2,4,3,5,3,4,5,2, ,Hombre,Octavo semestre,de 86 a 90,1,6,8,5
12/3/2019 18:26:39,Administración,4,3,2,1,2,3,3,4,4,6,6,6,6,6,1,4,6,6,4,5,4,1,3,5,5,3,5,6,5,5,5,6,6, ,Mujer,Octavo semestre,de 91 a 95,2,1,8,6
12/3/2019 18:37:16,Industrial,4,4,3,2,2,4,5,4,3,4,3,4,2,4,3,3,5,4,4,4,6,6,6,4,4,4,4,4,5,4,5,6,6, ,Hombre,Noveno semestre,de 86 a 90,1,8,9,5
12/3/2019 18:39:34,Eléctrica,4,4,3,3,4,4,3,4,4,5,5,5,2,5,3,1,5,5,6,1,1,1,1,3,1,1,5,6,6,6,5,6,5, ,Mujer,Doceavo semestre y superior,de 81 a 85,2,5,12,4
12/3/2019 19:32:26,Mecatrónica,4,3,5,3,5,4,5,2,4,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,3,2,4,4,5,4,4,4,5, ,Hombre,Décimo semestre,de 86 a 90,1,11,10,5
12/3/2019 20:57:55,Química,3,5,6,4,4,4,6,4,4,6,6,6,6,6,6,6,5,6,5,6,6,3,2,5,3,3,4,4,5,5,5,5,5, ,Mujer,Cuarto semestre,de 96 a 100,2,12,4,7
12/3/2019 21:53:25,Gestión Empresarial,5,4,4,4,5,4,3,3,5,3,5,5,5,2,3,2,2,3,5,4,3,3,2,3,1,1,4,4,5,5,5,6,6, ,Mujer,Noveno semestre,de 91 a 95,2,7,9,6
12/3/2019 22:56:42,Civil,4,2,3,4,4,4,3,4,4,4,4,5,5,4,5,4,4,5,5,5,3,1,1,2,1,1,4,4,4,3,4,6,6, ,Hombre,Décimo semestre,de 76 a 80,1,4,10,3
12/3/2019 23:30:08,Eléctrica,6,6,6,5,6,5,5,6,5,5,6,6,5,5,5,6,6,6,6,6,4,6,6,6,3,4,6,6,6,6,6,6,6, ,Hombre,Onceavo semestre,de 81 a 85,1,5,11,4
13/3/2019 0:45:38,Administración,4,4,4,4,5,4,4,4,4,3,4,4,2,3,4,2,2,1,6,5,6,5,1,5,1,1,5,4,4,4,5,4,4, ,Hombre,Noveno semestre,de 81 a 85,1,1,9,4
13/3/2019 9:09:56,Gestión Empresarial,4,5,5,4,5,4,5,5,5,6,6,4,6,5,5,4,4,5,6,6,6,1,1,3,2,1,5,6,6,5,6,6,6, ,Hombre,Noveno semestre,de 81 a 85,1,7,9,4
13/3/2019 10:39:10,Mecatrónica,4,4,4,3,3,3,4,4,4,5,4,2,4,4,4,2,4,4,5,5,4,4,3,4,2,4,5,5,4,4,4,5,5, ,Hombre,Noveno semestre,de 86 a 90,1,11,9,5
13/3/2019 13:31:17,Arquitectura,2,3,4,4,2,1,3,3,3,5,4,3,4,4,3,3,6,4,5,4,4,4,3,4,4,4,3,3,5,4,2,4,1, ,Hombre,Noveno semestre,de 81 a 85,1,2,9,4
13/3/2019 13:34:38,Industrial,5,4,3, , , , ,4,3,5,6,5,5,6,6,5,5,5,5,4,4,4,5,5,2,5,5,2,4,4,3,4,4, ,Mujer,Octavo semestre,de 91 a 95,2,8,8,6
13/3/2019 13:36:06,Arquitectura,6,5,5,5,5,5,5,5,5,6,6,6,6,4,6,6,6,6,5,5,5,4,4,4,2,2,4,5,5,6,5,6,6, ,Mujer,Doceavo semestre y superior,de 81 a 85,2,2,12,4
13/3/2019 13:36:18,Bioquímica,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4, ,Mujer,Décimo semestre,de 91 a 95,2,3,10,6
13/3/2019 13:36:40,Bioquímica,4,3,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,3,4,4,4,4,4,4, ,4,4,4,4, ,Mujer,Décimo semestre,de 81 a 85,2,3,10,4
13/3/2019 13:48:05,Bioquímica,5,4,5,3,3,3,3,4,4,4,3,2,1,1,3,5,3,5,4,2,2,2,2,2,2,2,3,3,2,4,4,4,4, ,Mujer,Onceavo semestre,de 86 a 90,2,3,11,5
13/3/2019 13:55:56,Arquitectura,3,3,2,1,2,2,2,4,4,5,3,5,5,5,5,4,5,5,5,5,5,3,3,4,3,4,5,4,3,2,2,3,2, ,Hombre,Segundo semestre,de 86 a 90,1,2,2,5
13/3/2019 14:01:40,Arquitectura,5,5,6,5,6,5,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6, ,Mujer,Primer semestre,de 86 a 90,2,2,1,5
13/3/2019 14:09:35,Mecatrónica,5,5,5,5,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, ,Hombre,Décimo semestre,de 81 a 85,1,11,10,4
13/3/2019 14:09:38,Arquitectura,5,3,3,1,3,1,3,2,2,5,5,3,6,5,5,5,4,5,4,5,4,5,5,6,5,4,3,4,5,6,3,4,3, ,Hombre,Doceavo semestre y superior,de 81 a 85,1,2,12,4
13/3/2019 14:10:55,Mecatrónica,6,3,3,3,5,3,5,3,5,6,6,6,6,4,4,5,5,6,6,6,6,6,6,6,3,3,6,6,6,3,6,4,6, ,Hombre,Doceavo semestre y superior,de 76 a 80,1,11,12,3
13/3/2019 14:11:09,Informática,5,5,5,6,5,6,6,5,5,6,6,6,5,6,6,6,6,6,5,5,4,4,4,5,5,5,6,6,6,5,6,6,6, ,Hombre,Décimo semestre,de 86 a 90,1,9,10,5
13/3/2019 14:31:28,Informática,5,5,5,5,5,5,6,5,6,6,6,6,6,6,5,5,4,6,6,4,4,5,5,6,4,4,4,4,5,4,4,3,4, ,Mujer,Segundo semestre,de 91 a 95,2,9,2,6
13/3/2019 14:37:12,Bioquímica,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,6,5,6,5,3,3,3,4,5,3,3,5,5,5,5,5,6,6, ,Mujer,Doceavo semestre y superior,de 71 a 75,2,3,12,2
13/3/2019 15:25:12,Informática,3,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,2,4,3,5,1,2,5,6,5,6,5,6,2, ,Hombre,Segundo semestre,de 81 a 85,1,9,2,4
13/3/2019 15:52:31,Civil,4,3,3,3,4,3,4,3,5,5,5,4,5,4,4,4,5,6,5,3,4,2,1,4,2,1,5,4,6,4,4,6,4, ,Mujer,Noveno semestre,de 81 a 85,2,4,9,4
13/3/2019 16:48:51,Gestión Empresarial,5,5,5,5,6,5,4,4,5,6,6,6,4,5,6,4,5,6,6,6,6,6,5,6,5,4,6,6,6,6,6,6,6, ,Mujer,Décimo semestre,de 81 a 85,2,7,10,4
13/3/2019 17:14:46,Civil,4,3,3,2,3,3,5,3,4,6,6,4,3,5,4,6,6,5,4,4,2,2,2,2,1,1,4,4,5,5,5,6,6, ,Hombre,Doceavo semestre y superior,de 81 a 85,1,4,12,4
13/3/2019 18:55:18,Arquitectura,3,4,5,5,4,5,5,4,3,6,6,5,6,6,6,6,6,6,6,6,6,6,3,3,5,6,6,4,6,6,3,4,4, ,Mujer,Séptimo semestre,de 76 a 80,2,2,7,3
13/3/2019 18:58:52,Arquitectura,4,5,6,3,6,3,6,6,4,6,6,6,5,6,5,6,4,6,6,6,4,5,4,6,1,1,5,3,5,4,5,6,5, ,Mujer,Octavo semestre,de 86 a 90,2,2,8,5
13/3/2019 19:08:55,Mecatrónica,5,5,5,5,5,4,4,4,5,5,4,5,4,5,6,5,6,6,4,6,4,6,6,6,5,4,5,6,4,6,5,4,5, ,Hombre,Doceavo semestre y superior,de 81 a 85,1,11,12,4
13/3/2019 19:23:21,Arquitectura,4,3,5,4,4,4,4,1,3,4,6,6,6,6,6,6,6,6,6,4,4,3,2,1,1,1,4,5,5,3,4,5,2, ,Mujer,Séptimo semestre,de 86 a 90,2,2,7,5
13/3/2019 19:25:06,Arquitectura,4,5,5,4,4,4,5,3,4,6,5,4,4,4,3,5,4,5,6,5,4,4,1,4,1,1,4,4,5,4,3,5,5, ,Mujer,Séptimo semestre,de 96 a 100,2,2,7,7
13/3/2019 19:30:00,Arquitectura,5,4,5,4,4,4,4,3,4,6,6,6,6,6,6,6,6,6,6,5,3,4,3,3,2,3,5,5,6,5,4,5,4, ,Mujer,Séptimo semestre,de 81 a 85,2,2,7,4
13/3/2019 19:32:47,Arquitectura,4,3,3,3,3,4,5,5,5,5,4,3,5,3,4,3,5,6,5,3,5,3,3,3,3,3,5,4,5,5,4,6,4, ,Mujer,Séptimo semestre,de 86 a 90,2,2,7,5
13/3/2019 19:48:09,Electrónica,4,3,4,4,5,4,3,2,3,5,6,5,3,4,4,3,5,5,6,6,4,3,2,3,2,4,5,4,5,4,5,5,4, ,Hombre,Octavo semestre,de 81 a 85,1,6,8,4
13/3/2019 19:58:49,Arquitectura,6,6,6,3,3,6,3,6,4,6,6,6,6,6,6,6,6,6,6,3,6,4,3,3,5,4,4,3,5,6,5,2,6, ,Mujer,Segundo semestre,de 81 a 85,2,2,2,4
13/3/2019 20:04:58,Mecánica,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5, ,Hombre,Décimo semestre,de 81 a 85,1,10,10,4
13/3/2019 20:53:39,Mecatrónica,4,4,4,3,5,5,5,4,4,3,5,4,6,5,3,4,6,2,6,5,5,5,5,5,4,2,5,5,5,3,5,5,6, ,Hombre,Décimo semestre,de 81 a 85,1,11,10,4
13/3/2019 21:30:16,Industrial,4,4,4,5,3,4,4,3,3,6,5,5,5,6,6,5,5,6,5,3,5,5,3,4,2,2,4,5,5,4,5,5,5, ,Mujer,Noveno semestre,de 81 a 85,2,8,9,4
13/3/2019 21:37:32,Electrónica,5,3,5,4,5,3,4,3,2,5,5,5,6,6,6,3,5,6,5,4,3,2,1,1,1,2,4,3,5,5,4,3,4, ,Hombre,Octavo semestre,de 91 a 95,1,6,8,6
13/3/2019 21:58:13,Arquitectura,6,5,6,6,5,6,6,6,6,6,6,4,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6, ,Mujer,Primer semestre,de 91 a 95,2,2,1,6
13/3/2019 22:13:01,Civil,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, ,Hombre,Noveno semestre,de 76 a 80,1,4,9,3
13/3/2019 22:24:48,Administración,3,4,3,3,4,3,4,4,4,6,6,5,5,5,5,5,5,5,5,1,3,3,1,4,1,1,4,4,5,5,5,5,5, ,Mujer,Décimo semestre,de 76 a 80,2,1,10,3
13/3/2019 22:32:11,Electrónica,5,5,6,5,6,5,5,5,5,6,6,6,6,6,6,4,5,6,6,6,3,5,4,6,5,5,6,5,6,6,6,6,5, ,Hombre,Décimo semestre,de 81 a 85,1,6,10,4
13/3/2019 22:53:02,Arquitectura,3,2,3,3,3,3,6,1,3,1,4,2,1,1,3,3,6,6,6,4,6,4,4,4,3,3,4,4,6,6,6,6,6, ,Hombre,Séptimo semestre,de 86 a 90,1,2,7,5
13/3/2019 22:52:48,Arquitectura,4,4,3,4,6,4,5,1,2,6,5,3,1,2,6,3,1,6,5,3,2,1,2,2,2,2,2,4,6,5,6,6,6, ,Hombre,Séptimo semestre,de 86 a 90,1,2,7,5
13/3/2019 23:01:16,Arquitectura,4,4,4,4,4,3,4,4,4,4,4,1,3,2,1,1,1,5,5,4,2,2,1,2,1,1,4,3,2,4,4,4,4, ,Hombre,Séptimo semestre,de 81 a 85,1,2,7,4
13/3/2019 23:02:05,Informática,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,4,3,3,3,4,4,3,3,4,3,3,3,3,3,3,3, ,4, ,Mujer,Décimo semestre,de 81 a 85,2,9,10,4
13/3/2019 23:08:46,Arquitectura,4,5,5,4,3,4,3,3,4,4,4,3,3,2,4,4,6,4,5,5,5,2,4,5,1,1,4,4,3,4,4,6,4, ,Mujer,Séptimo semestre,de 91 a 95,2,2,7,6
13/3/2019 23:12:56,Informática,3,2,2,2,3,1,1,1,1,1,5,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,3,1,2,2,3,1,2, ,Hombre,Octavo semestre,de 81 a 85,1,9,8,4
13/3/2019 23:35:29,Arquitectura,4,4,4,3,4,4,3,3,3,4,4,5,4,5,6,5,5,5,6,5,6,5,3,5,1,2,5,5,6,6,6,6,5, ,Mujer,Octavo semestre,de 81 a 85,2,2,8,4
14/3/2019 0:14:36,Arquitectura,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,3,4,4,4,5,5,5,5,6,6,5, ,Hombre,Primer semestre,de 71 a 75,1,2,1,2
14/3/2019 0:21:02,Arquitectura,4,6,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,6,5, ,Hombre,Primer semestre,de 76 a 80,1,2,1,3
14/3/2019 0:39:35,Arquitectura,6,5,6,5,6,6,6,6,6,6,6,6,4,5,6,6,6,6,5,4,5,4,5,5,6,6,6,6,5,6,5,6,6, ,Hombre,Primer semestre,de 86 a 90,1,2,1,5
14/3/2019 1:52:10,Mecatrónica,5,6,5,6,5,6,6,5,5,6,6,5,4,5,5,5,6,5,6,6,5,4,6,4,4,5,5,5,6,5,5,6,5, ,Hombre,Noveno semestre,de 81 a 85,1,11,9,4
14/3/2019 6:48:12,Civil,5,5,5,4,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,3,3,2,2,6,5,5,5,5,6,6,6,6,6, ,Hombre,Noveno semestre,de 81 a 85,1,4,9,4
14/3/2019 7:19:57,Arquitectura,4,4,6,6,5,5,6,2,3,5,5,6,6,6,6,6,6,6,6,1,5,5,5,6,6,6,5,5,6,5,4,5,6, ,Mujer,Octavo semestre,de 81 a 85,2,2,8,4
14/3/2019 8:28:40,Administración,4,3,4,2,3,4,4,4,3,1,4,4,6,2,1,3,3,1,6,4,1,1,1,1,1,1,3,4,6,4,4,3,3, ,Mujer,Cuarto semestre,de 71 a 75,2,1,4,2
14/3/2019 8:30:13,Administración,4,6,6,5,5,5,6,6,5,6,6,6,6,6,6,6,6,6,6,4,5,1,3,3,3,3,6,6,6,6,6,6,6, ,Hombre,Cuarto semestre,de 81 a 85,1,1,4,4
14/3/2019 8:38:15,Industrial,3,4,3,4,1,2,3,1,3,5,5,1,2,3,4,4,4,1,3,2,3,1,1,4,1,2,2,3,3,1,2,6,2, ,Hombre,Quinto semestre,Menos de 70,1,8,5,1
14/3/2019 8:45:03,Administración,1,3,5,4,3,3,3,3,3,6,6,6,5,4,3,5,5,3,2,3,3,3,4,4,4,3,3,3,4,4,3,3,5, ,Mujer,Cuarto semestre,de 91 a 95,2,1,4,6
14/3/2019 8:52:55,Industrial,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,5,6,6,6,6,5,6,6,6,6,6,6,6,6, ,Mujer,Quinto semestre,de 86 a 90,2,8,5,5
